19.048,-9.568,-179.347,0.2798,0.071,-0.2082,-1.689,0.095,9.922,-0.000815,-0.000663,-0.000576
19.049,-9.57,-179.347,0.2826,0.0766,-0.2072,-1.669,0.123,9.923,-0.000217,-6.9e-05,-0.000276
19.048,-9.572,-179.348,0.2807,0.0729,-0.2072,-1.69,0.136,9.935,-0.000192,-9.5e-05,0.000769
19.047,-9.572,-179.346,0.2806,0.0671,-0.206,-1.684,0.095,9.919,0.001098,0.000753,-0.000213
19.045,-9.572,-179.348,0.2807,0.0757,-0.2104,-1.685,0.112,9.96,0.000382,-0.000648,-0.000429
19.047,-9.572,-179.351,0.2827,0.0785,-0.2072,-1.661,0.114,9.932,-0.000252,0.000424,-0.000839
19.047,-9.571,-179.352,0.2826,0.0719,-0.206,-1.684,0.103,9.963,-0.000543,0.000454,-0.000339
19.046,-9.572,-179.353,0.2824,0.0681,-0.2123,-1.692,0.118,9.956,-0.0007,-0.000754,-0.00055
19.045,-9.57,-179.354,0.2807,0.0709,-0.2071,-1.697,0.102,9.956,0.000286,-0.000549,-0.001501
19.045,-9.569,-179.356,0.2816,0.0728,-0.2113,-1.682,0.101,9.951,-0.000733,-5.3e-05,-0.001175
19.045,-9.57,-179.357,0.2835,0.0737,-0.2092,-1.666,0.111,9.954,3e-05,0.000966,3.1e-05
19.047,-9.571,-179.358,0.2825,0.07,-0.2134,-1.659,0.112,9.948,-0.000297,0.000118,-0.000581
19.046,-9.571,-179.359,0.2834,0.068,-0.206,-1.661,0.113,9.933,0.00045,-0.000422,-0.001111
19.048,-9.569,-179.362,0.2807,0.0729,-0.2072,-1.678,0.079,9.935,-0.000836,-0.00198,-8.6e-05
19.05,-9.569,-179.364,0.2827,0.0795,-0.2072,-1.67,0.104,9.935,-0.000739,-0.001569,-0.000862
19.051,-9.569,-179.365,0.2827,0.0766,-0.204,-1.674,0.124,9.97,-0.000843,-0.000396,-5.2e-05
19.05,-9.569,-179.364,0.2817,0.0757,-0.2093,-1.668,0.118,9.963,7.6e-05,0.000256,-0.000992
19.044,-9.568,-179.364,0.2816,0.0709,-0.2082,-1.682,0.104,9.903,-0.000507,-0.00201,-0.000834
19.044,-9.568,-179.365,0.2798,0.07,-0.2061,-1.68,0.082,9.934,-0.000149,-0.000112,0.000187
19.044,-9.568,-179.365,0.2807,0.0729,-0.2051,-1.68,0.103,9.964,5.6e-05,0.001709,-0.000517
19.043,-9.568,-179.364,0.2807,0.0719,-0.2093,-1.691,0.133,9.946,-0.000329,-0.001299,-0.000963
19.044,-9.567,-179.364,0.2816,0.0709,-0.2061,-1.657,0.123,9.921,2.5e-05,-0.000586,-6.6e-05
19.043,-9.567,-179.364,0.2798,0.0748,-0.2093,-1.689,0.09,9.912,0.00018,-0.00086,-0.000499
19.043,-9.568,-179.366,0.2808,0.0748,-0.2072,-1.678,0.097,9.933,0.000591,0.000719,0.000258
19.044,-9.569,-179.366,0.2826,0.0709,-0.206,-1.664,0.109,9.95,0.000367,0.000579,-0.000918
19.04,-9.569,-179.366,0.2798,0.07,-0.204,-1.686,0.108,9.936,-0.001112,-0.003864,0.000597
19.039,-9.567,-179.367,0.2817,0.0728,-0.2071,-1.68,0.103,9.93,-0.000697,-0.001127,0.000441
19.041,-9.565,-179.366,0.2816,0.0709,-0.204,-1.667,0.103,9.917,0.000272,-0.001005,-0.002883
19.042,-9.566,-179.367,0.2816,0.0719,-0.2082,-1.664,0.095,9.961,-0.00061,-0.000357,0.000397
19.042,-9.564,-179.367,0.2807,0.07,-0.2082,-1.663,0.108,9.965,0.001673,-0.000344,-0.000661
19.04,-9.565,-179.367,0.2826,0.0728,-0.2061,-1.678,0.105,9.922,-0.000437,-0.001721,0.000268
19.041,-9.566,-179.367,0.2817,0.0738,-0.2051,-1.695,0.11,9.937,0.000662,2.9e-05,-0.000435
19.045,-9.565,-179.368,0.2798,0.0729,-0.2062,-1.691,0.091,9.907,-0.000456,8e-05,-0.000609
19.047,-9.564,-179.371,0.2798,0.0738,-0.2072,-1.69,0.086,9.964,0.000278,-0.000274,-0.001129
19.048,-9.563,-179.37,0.2825,0.0709,-0.2071,-1.676,0.134,9.939,5.9e-05,-0.000876,-0.00065
19.046,-9.564,-179.368,0.2808,0.0748,-0.2041,-1.689,0.119,9.928,0.000405,0.000539,-0.000661
19.043,-9.565,-179.368,0.2835,0.0718,-0.2071,-1.643,0.077,9.84,-0.000392,-0.001944,7.8e-05
19.046,-9.565,-179.367,0.2827,0.0795,-0.203,-1.684,0.082,9.933,-0.000229,0.00049,-2.2e-05
19.045,-9.563,-179.367,0.2817,0.0747,-0.2082,-1.721,0.132,10.094,0.000411,-0.001588,-0.001959
19.041,-9.563,-179.367,0.2808,0.0767,-0.2072,-1.669,0.1,9.922,0.000253,-0.001414,-0.001046
19.04,-9.564,-179.367,0.2826,0.0719,-0.2071,-1.65,0.097,9.877,9.2e-05,0.00034,0.001694
19.04,-9.564,-179.366,0.2826,0.0747,-0.2061,-1.71,0.088,9.959,0.000855,0.002145,0.000447
19.039,-9.562,-179.366,0.2807,0.0738,-0.2072,-1.729,0.108,10.007,0.001037,-0.00145,0.000299
19.038,-9.562,-179.365,0.2808,0.0738,-0.2061,-1.644,0.097,9.929,0.000746,-0.001597,-0.002095
19.038,-9.562,-179.365,0.2817,0.0728,-0.204,-1.69,0.122,9.915,-0.001011,0.00037,0.000626
19.04,-9.561,-179.364,0.2817,0.0757,-0.2061,-1.721,0.138,9.962,0.001211,-0.000116,-0.000431
19.042,-9.56,-179.364,0.2826,0.0747,-0.2082,-1.67,0.1,9.95,0.000455,-0.000436,-0.000395
19.044,-9.56,-179.364,0.2826,0.0709,-0.205,-1.658,0.111,9.929,0.00061,-0.000662,0.000443
19.042,-9.56,-179.363,0.2835,0.0718,-0.206,-1.678,0.122,9.912,-0.000389,0.00051,-0.00011
19.042,-9.56,-179.362,0.2798,0.0719,-0.2061,-1.69,0.112,9.947,0.000926,0.000452,0.001095
19.043,-9.559,-179.361,0.2816,0.0719,-0.2082,-1.695,0.114,9.942,0.000456,0.000153,-0.00162
19.043,-9.558,-179.362,0.2807,0.069,-0.2082,-1.684,0.121,9.958,-0.000215,-0.000637,-0.00101
19.042,-9.558,-179.361,0.2835,0.0737,-0.2071,-1.679,0.124,9.942,-0.000301,0.001028,-0.000527
19.044,-9.558,-179.361,0.2817,0.0719,-0.204,-1.689,0.069,9.861,-0.000671,-0.001036,0.000261
19.044,-9.559,-179.361,0.2826,0.0728,-0.2092,-1.71,0.107,10.009,0.001597,0.001191,-0.000219
19.043,-9.559,-179.361,0.2807,0.0729,-0.2061,-1.661,0.112,9.915,-0.001103,-0.002929,0.000335
19.039,-9.56,-179.359,0.2826,0.0747,-0.205,-1.667,0.117,9.905,0.001308,0.000415,-0.000802
19.04,-9.56,-179.359,0.2826,0.0728,-0.204,-1.699,0.105,9.96,0.000367,0.001057,0.001397
19.038,-9.559,-179.359,0.2798,0.071,-0.2051,-1.67,0.13,9.983,-0.000152,-0.001768,-0.000266
19.039,-9.558,-179.359,0.2817,0.0719,-0.2029,-1.674,0.122,9.931,-0.000228,0.000682,-0.001054
19.04,-9.557,-179.358,0.2807,0.0719,-0.2093,-1.649,0.129,9.867,0.000357,-0.002386,-0.001625
19.037,-9.557,-179.357,0.2835,0.0747,-0.205,-1.704,0.127,9.983,0.001765,0.0032,-0.00023
19.041,-9.556,-179.358,0.2807,0.0719,-0.2082,-1.646,0.102,9.893,-0.001801,-0.003343,-0.002438
19.044,-9.556,-179.358,0.2827,0.0814,-0.2072,-1.656,0.083,9.963,0.000138,-0.000823,-0.002035
19.045,-9.557,-179.358,0.2827,0.0804,-0.2072,-1.673,0.116,9.954,0.000984,0.003249,8.8e-05
19.044,-9.556,-179.357,0.2799,0.0738,-0.203,-1.745,0.117,10.003,0.000726,-0.001993,-0.000868
19.045,-9.555,-179.357,0.2798,0.0729,-0.2051,-1.614,0.084,9.812,-0.000936,-0.001888,-0.001332
19.046,-9.554,-179.357,0.2816,0.0747,-0.2114,-1.697,0.143,10.048,0.000931,-0.000213,0.002113
19.048,-9.552,-179.357,0.2807,0.0729,-0.2051,-1.695,0.105,9.825,-0.001543,-0.002037,-0.00245
19.047,-9.551,-179.357,0.2825,0.069,-0.205,-1.683,0.089,10.026,-0.000377,0.000413,0.00051
19.045,-9.551,-179.358,0.2826,0.0747,-0.2071,-1.677,0.109,9.942,-0.000623,0.00078,-4e-06
19.046,-9.55,-179.358,0.2817,0.0747,-0.2051,-1.662,0.091,9.962,-0.001468,-0.001599,-0.000185
19.047,-9.55,-179.358,0.2827,0.0795,-0.2072,-1.673,0.104,9.925,0.000206,-0.000392,-0.000219
19.047,-9.549,-179.359,0.2816,0.07,-0.205,-1.661,0.124,9.953,-0.000617,-0.000764,0.000503
19.047,-9.55,-179.359,0.2826,0.0709,-0.2029,-1.674,0.09,9.922,0.00011,0.000475,-0.000433
19.047,-9.548,-179.359,0.2817,0.0728,-0.2061,-1.679,0.094,9.943,0.000518,-0.001792,4.9e-05
19.045,-9.548,-179.36,0.2808,0.0719,-0.203,-1.687,0.106,9.91,-0.000998,0.000291,-5.6e-05
19.045,-9.547,-179.36,0.2826,0.0728,-0.204,-1.704,0.109,9.925,0.000175,4.9e-05,-0.000956
19.045,-9.547,-179.36,0.2816,0.069,-0.2039,-1.677,0.099,9.952,0.000371,-0.000837,-0.000771
19.045,-9.547,-179.361,0.2817,0.0728,-0.204,-1.683,0.106,9.939,-0.000689,-0.000125,0.000412
19.043,-9.547,-179.36,0.2817,0.0728,-0.205,-1.696,0.126,9.951,0.000661,-9.4e-05,3.3e-05
19.045,-9.547,-179.361,0.2807,0.0709,-0.203,-1.651,0.113,9.958,-0.000517,-0.000286,-0.000878
19.046,-9.547,-179.361,0.2826,0.0728,-0.2071,-1.665,0.12,9.916,-0.000176,-0.00021,-0.000211
19.046,-9.547,-179.36,0.2835,0.0737,-0.205,-1.672,0.091,9.932,0.000232,-0.000431,-9.5e-05
19.045,-9.547,-179.359,0.2825,0.069,-0.206,-1.685,0.1,9.946,0.000994,-0.000838,-0.001029
19.043,-9.549,-179.358,0.2817,0.0719,-0.204,-1.692,0.131,9.96,-0.000105,0.001186,0.00047
19.042,-9.548,-179.358,0.2825,0.0709,-0.2071,-1.678,0.119,9.947,0.000184,-0.000606,-0.000862
19.044,-9.549,-179.359,0.2798,0.0729,-0.2083,-1.698,0.106,9.939,-0.000179,0.001185,-0.000853
19.045,-9.55,-179.359,0.2789,0.0729,-0.2093,-1.686,0.106,9.914,-0.000575,8.2e-05,-0.000918
19.043,-9.55,-179.359,0.2807,0.0738,-0.2082,-1.656,0.106,9.953,-0.000779,2.8e-05,0.000257
19.043,-9.549,-179.36,0.2808,0.0757,-0.2041,-1.674,0.101,9.92,0.00026,-0.000171,0.000228
19.044,-9.549,-179.36,0.2817,0.0719,-0.2029,-1.676,0.093,9.952,0.000216,0.000662,0.00012
19.043,-9.551,-179.361,0.2818,0.0795,-0.2072,-1.683,0.101,9.938,0.000995,-5.4e-05,-0.001356
19.039,-9.551,-179.361,0.2826,0.0709,-0.206,-1.686,0.116,9.921,-3.7e-05,-0.00107,-0.00114
19.039,-9.55,-179.36,0.2826,0.0728,-0.205,-1.671,0.1,9.932,0.000599,0.000453,-0.000938
19.039,-9.551,-179.362,0.2807,0.0719,-0.2051,-1.676,0.094,9.934,-0.000371,0.00056,-0.000561
19.037,-9.552,-179.362,0.2826,0.0738,-0.2029,-1.667,0.099,9.943,0.001224,-0.001374,-0.000348
19.036,-9.551,-179.362,0.2808,0.0738,-0.2051,-1.699,0.115,9.964,-0.000356,-0.000992,-0.00028
19.035,-9.552,-179.361,0.2799,0.0738,-0.203,-1.682,0.125,9.933,0.000128,-0.000371,-0.001011
19.047,-9.546,-179.363,0.2817,0.0728,-0.2019,-1.712,0.142,9.944,-0.002008,-0.007292,-0.017145
19.004,-9.524,-179.454,0.2834,0.068,-0.206,-1.519,-0.154,10.044,-0.159328,0.020069,0.012701
19.023,-9.538,-179.46,0.2837,0.0804,-0.203,-1.641,0.037,9.954,-0.039356,-0.002979,-0.002716
19.862,-9.427,-179.6,0.2808,0.0757,-0.203,-0.894,1.696,9.577,0.031507,-0.052807,-0.098898
19.539,-9.296,-179.587,0.2799,0.0729,-0.202,-4.655,-0.198,9.519,-0.177552,-0.365962,-0.216271
19.091,-9.114,-179.511,0.2789,0.0729,-0.2041,-3.41,1.333,11.476,-0.038025,-0.111989,0.321298
17.005,-9.381,-179.582,0.2818,0.0785,-0.202,2.11,-1.127,9.973,-0.365313,0.260815,1.928844
15.33,-9.398,-179.368,0.2817,0.0738,-0.1998,-1.489,-0.858,9.938,-0.174694,0.068798,1.274897
13.664,-9.341,-179.118,0.2826,0.069,-0.2008,-1.291,-1.18,10.373,-0.02618,0.076386,1.067018
12.388,-9.161,-178.645,0.2789,0.07,-0.1988,-0.168,-0.614,10.013,-0.128661,0.02379,0.797859
11.114,-9.157,-178.112,0.2825,0.0661,-0.1976,-2.072,-1.126,9.862,0.769534,-0.265414,0.864658
10.153,-8.994,-177.375,0.2796,0.0614,-0.2049,-1.156,-1.353,9.973,0.103689,0.128582,0.228488
10.663,-9.015,-176.789,0.2787,0.0615,-0.205,-2.719,2.693,8.332,0.471351,-0.233364,-1.742586
11.024,-9.381,-179.156,0.2789,0.07,-0.2041,-1.584,0.331,10.56,-0.652202,-0.092811,-0.117918
11.42,-9.376,-179.255,0.2815,0.0652,-0.206,-0.877,0.423,10.953,-0.146924,0.358533,-0.358677
11.578,-9.687,-178.571,0.2815,0.0614,-0.207,-2.118,-1.253,9.435,0.155589,0.034811,-0.071608
11.73,-10.452,-178.778,0.2862,0.0661,-0.2037,-1.323,0.382,9.326,-0.384675,0.291231,-0.657869
11.691,-10.693,-179.085,0.288,0.0689,-0.2089,-0.518,-0.429,10.365,0.087415,0.187347,0.415434
10.864,-11.847,-179.294,0.2899,0.0679,-0.2026,-1.071,-1.906,10.804,0.3381,1.392729,1.024027
9.074,-14.588,-177.918,0.3037,0.0666,-0.2041,-4.292,-6.674,15.054,1.30219,1.271685,0.211226
11.989,-17.446,-175.128,0.3156,0.0587,-0.2015,-10.819,0.175,11.626,1.233436,3.190243,-1.515451
14.257,-21.622,-171.807,0.333,0.0488,-0.1913,-3.955,-0.762,14.998,3.693013,2.10356,-2.054226
18.431,-23.863,-171.568,0.3395,0.0477,-0.1921,-4.45,4.279,13.118,0.219299,0.72938,-2.719944
20.889,-25.429,-173.604,0.3444,0.0619,-0.1879,-8.196,2.992,11.311,-1.833376,1.225182,-1.06315
21.382,-28.397,-178.828,0.3485,0.0875,-0.1808,-7.352,-9.754,5.305,-4.081614,2.975949,-0.951614
26.637,-35.191,173.867,0.3717,0.1273,-0.178,-7.007,-4.854,11.491,-3.961872,5.69877,-3.926583
35.105,-40.969,162.488,0.3829,0.1621,-0.146,-7.87,-4.587,13.878,-4.3851,3.998818,-3.609442
44.01,-43.283,149.496,0.3832,0.198,-0.1145,-9.528,-6.943,5.722,-4.99993,3.368073,-3.420464
53.084,-45.763,137.226,0.3811,0.2238,-0.0813,-8.099,-6.493,4.884,-3.65354,4.492597,-1.823642
61.116,-49.32,127.477,0.385,0.2282,-0.0231,-7.242,-5.3,8.892,-1.612537,4.207161,-0.011438
66.033,-52.95,126.191,0.3947,0.224,-0.0216,-6.988,-8.369,6.421,4.430603,2.775167,0.770773
70.451,-54.379,137.063,0.3998,0.1958,-0.0507,-3.331,-0.576,4.727,14.350962,1.114163,-0.34813
63.039,-54.958,176.032,0.4107,0.0903,-0.0709,-2.602,16.959,20.435,24.307323,-2.715392,6.533188
47.325,-47.22,-137.652,0.3965,-0.0421,-0.0643,-10.082,4.844,16.755,19.490185,-2.565413,7.584764
44.245,-37.651,-122.513,0.3635,-0.1094,-0.0379,-6.635,3.966,10.835,6.854055,-3.368343,5.4604
46.437,-29.061,-119.363,0.3324,-0.1568,-0.0323,-5.267,5.684,7.851,0.187518,-4.977363,3.985799
50.307,-19.378,-120.169,0.2903,-0.1632,-0.0395,2.421,5.265,1.64,1.402573,-5.846325,5.501109
54.363,-8.501,-116.954,0.2389,-0.1966,-0.0281,-4.177,0.585,-4.722,2.421979,-4.923234,4.704601
55.623,-0.922,-117.775,0.1987,-0.1957,-0.0249,-7.887,-1.125,-10.434,-1.205616,-1.105714,4.397338
51.974,-0.742,-115.5,0.1988,-0.1957,-0.0179,-3.695,-0.265,-5.669,2.58763,3.428527,-0.482751
45.772,-7.672,-112.657,0.2275,-0.2028,-0.0191,-7.308,8.482,-3.104,2.122293,7.216604,-3.504569
35.664,-16.79,-107.178,0.2812,-0.2072,-0.0042,-7.798,11.651,4.904,2.101737,8.847159,-3.74289
28.149,-23.391,-94.221,0.3247,-0.2397,0.0486,-6.299,17.138,19.887,8.445914,2.486945,-3.016634
29.162,-25.608,-99.508,0.334,-0.2334,0.031,-4.465,13.713,3.472,-6.053267,-1.917682,-0.963209
31.589,-24.977,-104.414,0.3277,-0.2257,0.0058,-28.192,7.88,-23.411,-2.321637,10.009406,-0.629766
35.821,-23.684,-107.455,0.3214,-0.2223,-0.004,3.954,10.788,5.157,0.774438,-2.174895,1.19138
37.355,-21.379,-110.463,0.3047,-0.2101,-0.0214,-5.103,9.704,-5.312,0.320328,-0.327677,0.88983
34.736,-19.741,-107.935,0.3005,-0.2186,-0.0155,-4.366,13.244,-0.218,1.769603,1.766885,2.300415
30.318,-16.344,-104.201,0.287,-0.2205,-0.0005,-4.62,13.501,2.507,1.549364,2.276203,3.546017
25.891,-11.218,-99.975,0.2723,-0.232,0.0086,-2.5,13.267,3.466,2.304683,1.972406,4.551007
22.039,-4.738,-96.148,0.2432,-0.2292,0.0205,-1.632,9.598,2.134,2.26516,2.088385,4.766493
18.649,0.785,-92.519,0.2236,-0.2629,0.0404,-0.406,8.534,-0.497,2.791884,1.970866,3.463395
14.598,5.085,-87.611,0.2068,-0.2603,0.0554,-0.102,8.833,-2.516,4.337868,3.469643,2.795155
8.982,9.129,-81.875,0.1933,-0.2739,0.0861,2.27,7.948,-0.765,4.180585,4.491374,2.170551
2.89,12.28,-79.183,0.1878,-0.2839,0.0997,1.752,7.172,0.083,1.933016,4.640142,1.055036
-4.57,14.639,-77.306,0.189,-0.2806,0.1046,0.633,5.994,2.573,3.104865,5.367937,0.00835
-10.615,15.476,-75.18,0.1838,-0.2906,0.1171,1.528,6.759,3.252,2.480022,2.691611,-0.373379
-11.646,16.295,-73.691,0.1827,-0.2895,0.1209,1.588,9.065,-2.368,0.531052,0.130537,1.128422
-10.426,19.488,-71.976,0.1694,-0.2915,0.1357,-2.843,6.744,-4.224,1.084083,0.033783,3.023809
-10.3,23.405,-69.771,0.1483,-0.2794,0.1386,-3.19,4.164,-0.586,2.469024,1.328145,1.834978
-11.539,25.037,-61.134,0.141,-0.2735,0.1802,-1.597,1.622,-8.906,9.033393,2.390103,-0.548209
-20.674,26.068,-51.885,0.1411,-0.2659,0.237,0.222,11.369,-7.945,8.631739,6.817072,-3.191847
-29.724,30.877,-49.291,0.1204,-0.2604,0.2538,0.787,14.978,-5.712,5.192903,5.958708,0.342168
-36.019,37.808,-45.826,0.0976,-0.2382,0.2699,4.239,8.667,-2.21,3.84005,5.793857,1.367625
-38.936,45.012,-43.873,0.059,-0.209,0.2609,7.603,5.177,-1.633,2.080541,3.938069,3.16095
-38.047,51.378,-41.503,0.0334,-0.1914,0.2544,6.586,1.123,-4.046,0.939234,2.457438,3.085816
-37.607,55.977,-38.055,0.016,-0.1801,0.2589,5.766,-0.955,-5.751,2.453105,2.501416,1.56484
-41.39,59.401,-38.196,-0.0003,-0.1674,0.2487,6.054,0.789,-3.96,1.874194,2.849215,-0.43856
-48.33,61.457,-40.978,-0.0028,-0.1722,0.2473,6.557,5.448,-2.942,2.393751,2.426794,-0.858837
-53.92,64.05,-42.737,-0.011,-0.1647,0.2428,7.362,5.652,-2.216,2.456129,2.319927,0.649639
-54.93,67.222,-40.208,-0.0214,-0.1534,0.249,6.734,1.151,-3.961,2.768503,1.662295,1.342318
-56.138,69.892,-36.311,-0.0367,-0.135,0.248,6.152,0.393,-4.977,3.828767,1.733126,0.562089
-59.939,72.687,-34.388,-0.0473,-0.1236,0.2474,6.163,0.056,-3.525,3.377327,2.242806,0.380506
-63.807,75.105,-35.659,-0.0532,-0.1198,0.2458,4.53,-0.656,-3.219,0.579574,1.445562,0.281003
-69.46,76.968,-39.675,-0.0592,-0.1122,0.2359,7.037,1.851,-7.099,2.214491,2.264179,0.195865
-84.615,81.417,-52.626,-0.0737,-0.1082,0.2163,6.6,-0.389,-2.179,0.769424,4.076327,1.165166
-125.365,84.401,-90.889,-0.0921,-0.0995,0.2014,6.852,-2.084,-2.03,1.922919,3.889585,0.339785
-171.689,81.584,-136.099,-0.101,-0.1031,0.1695,8.552,-2.165,-2.653,-1.583575,4.778607,-0.135185
165.774,74.188,-159.647,-0.1014,-0.0981,0.1157,7.356,-3.605,-0.694,0.115334,6.830027,0.219148
159.289,62.949,-165.793,-0.1022,-0.0954,0.057,1.271,-5.567,6.359,-0.869856,8.217109,-2.078436
162.509,51.031,-165.402,-0.0841,-0.1434,-0.0062,1.407,-2.211,10.418,-1.063255,7.622533,-3.91443
166.803,39.562,-163.777,-0.0343,-0.1575,-0.0601,0.562,2.506,16.716,-1.070046,6.552332,-4.284035
170.511,31.568,-162.59,0.0146,-0.187,-0.1003,3.998,7.355,20.058,0.202873,3.076414,-2.779332
172.759,30.001,-159.365,0.0258,-0.2016,-0.1011,4.641,7.372,16.262,1.529158,-0.801948,-1.091695
173.603,32.155,-156.777,0.0144,-0.2106,-0.0869,5.739,5.731,10.867,1.353533,-1.682416,0.853752
172.473,35.207,-157.955,-0.0057,-0.197,-0.0792,6.197,2.284,11.38,-1.325205,-1.942392,1.790273
170.985,39.676,-161.424,-0.0357,-0.178,-0.0691,5.602,-1.778,11.314,-2.389227,-3.151736,1.620721
171.516,44.993,-165.053,-0.0542,-0.1487,-0.0601,7.567,-2.859,10.288,-3.205398,-3.837678,0.118757
174.981,50.886,-168.277,-0.0805,-0.135,-0.0483,10.021,-0.658,9.409,-4.447443,-4.866945,-0.848761
177.675,58.336,-171.841,-0.1134,-0.1369,-0.0168,6.515,-0.499,5.15,-3.848319,-5.487562,0.083453
-178.775,65.841,-174.26,-0.1335,-0.1191,0.013,8.529,2.796,1.765,-4.105794,-5.045995,-0.756807
-178.984,71.193,-177.893,-0.167,-0.1236,0.0429,11.255,4.229,-3.619,-0.693865,-2.722339,1.331249
170.169,71.314,172.268,-0.1757,-0.0974,0.0542,11.464,-1.595,-2.813,0.379618,1.646238,2.536419
165.215,65.831,168.87,-0.1731,-0.0852,0.0241,10.18,-3.87,2.065,1.595487,4.459427,1.407937
165.924,59.838,172.94,-0.1549,-0.0815,-0.0174,9.146,-5.943,5.311,3.410088,3.847928,-0.539899
172.331,54.708,-173.841,-0.132,-0.1312,-0.0203,7.639,-1.948,5.032,6.225028,3.461634,-3.605094
179.909,47.237,-159.304,-0.1169,-0.1938,-0.0293,5.981,5.268,5.614,5.358975,5.226246,-4.394364
-176.742,37.082,-155.277,-0.0651,-0.2298,-0.0622,3.856,10.812,12.549,-0.95369,5.648051,-4.046268
-175.149,29.777,-154.865,-0.0253,-0.2668,-0.0886,3.006,13.675,19.477,-0.427023,2.799633,-2.318655
-173.695,29.413,-156.823,-0.0185,-0.2627,-0.1008,1.826,16.208,21.595,-2.781149,-2.192838,0.082189
-173.43,36.695,-162.081,-0.0466,-0.2282,-0.0993,-1.062,16.928,18.849,-4.379094,-6.305812,2.660007
-178.303,50.007,-172.253,-0.1247,-0.1845,-0.0715,-3.242,13.635,13.01,-4.085299,-10.014207,5.695252
159.633,66.842,163.231,-0.2161,-0.126,0.0068,-6.182,6.116,4.231,-3.918498,-13.6903,7.873989
89.155,69.695,92.869,-0.2854,-0.0163,0.166,-7.929,-1.716,-9.063,-2.340523,-13.443488,9.664879
63.253,52.827,65.862,-0.2652,0.0947,0.3003,-5.972,-13.012,-21.7,-1.998234,-8.497173,9.496942
61.813,40.262,63.755,-0.213,0.1808,0.343,-5.857,-27.295,-27.88,0.92343,-1.496589,5.395273
67.315,42.085,72.659,-0.2207,0.1898,0.3114,-7.413,-27.893,-18.02,4.312192,5.817621,-3.837396
80.456,54.868,93.146,-0.2837,0.1268,0.1995,-7.649,-14.134,-3.866,9.471935,7.254804,-10.393129
118.647,68.37,141.514,-0.3182,-0.0518,0.1062,-5.188,-1.125,1.075,9.917601,7.244562,-16.334147
-177.882,59.39,-152.635,-0.2671,-0.2324,0.0565,-9.794,16.377,10.262,-0.024838,6.434974,-18.003775
