201803.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201804.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201805.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201806.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201807.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201808.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201809.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201810.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201811.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201812.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201813.0,4220.2466,7105.2269,1.0,330572.208478,4674294.98633,19,T
201814.0,4220.2467,7105.2269,1.0,330572.211151,4674295.09737,19,T
201815.0,4220.2467,7105.2269,1.0,330572.211151,4674295.09737,19,T
201816.0,4220.2467,7105.2269,1.0,330572.211151,4674295.09737,19,T
201817.0,4220.2467,7105.2269,1.0,330572.211151,4674295.09737,19,T
201818.0,4220.2467,7105.2269,1.0,330572.211151,4674295.09737,19,T
201819.0,4220.2467,7105.2269,1.0,330572.211151,4674295.09737,19,T
201820.0,4220.2467,7105.2269,1.0,330572.211151,4674295.09737,19,T
201821.0,4220.2467,7105.2269,1.0,330572.211151,4674295.09737,19,T
201822.0,4220.2467,7105.2269,1.0,330572.211151,4674295.09737,19,T
201823.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201824.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201825.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201826.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201827.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201828.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201829.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201830.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201831.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201832.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201833.0,4220.2467,7105.2268,1.0,330572.29371,4674295.09538,19,T
201834.0,4220.2467,7105.2268,1.1,330572.29371,4674295.09538,19,T
201835.0,4220.2467,7105.2268,1.1,330572.29371,4674295.09538,19,T
201836.0,4220.2466,7105.2268,1.1,330572.291037,4674294.98434,19,T
201837.0,4220.2466,7105.2268,1.1,330572.291037,4674294.98434,19,T
201838.0,4220.2466,7105.2268,1.1,330572.291037,4674294.98434,19,T
201839.0,4220.2466,7105.2269,1.1,330572.208478,4674294.98633,19,T
201840.0,4220.2465,7105.2269,1.1,330572.205805,4674294.87529,19,T
201841.0,4220.2465,7105.2269,1.1,330572.205805,4674294.87529,19,T
201842.0,4220.2465,7105.2269,1.1,330572.205805,4674294.87529,19,T
201843.0,4220.2465,7105.2269,1.1,330572.205805,4674294.87529,19,T
201844.0,4220.2464,7105.2269,1.1,330572.203132,4674294.76425,19,T
201845.0,4220.2464,7105.2269,1.1,330572.203132,4674294.76425,19,T
201846.0,4220.2464,7105.2269,1.1,330572.203132,4674294.76425,19,T
201847.0,4220.2464,7105.2269,1.1,330572.203132,4674294.76425,19,T
201848.0,4220.2463,7105.2269,1.1,330572.200459,4674294.65321,19,T
201849.0,4220.2463,7105.2269,1.1,330572.200459,4674294.65321,19,T
201850.0,4220.2463,7105.2269,1.1,330572.200459,4674294.65321,19,T
201851.0,4220.2463,7105.2269,1.1,330572.200459,4674294.65321,19,T
201852.0,4220.2462,7105.2269,1.1,330572.197786,4674294.54217,19,T
201853.0,4220.2462,7105.2269,1.1,330572.197786,4674294.54217,19,T
201854.0,4220.2462,7105.2269,1.1,330572.197786,4674294.54217,19,T
201855.0,4220.2462,7105.2269,1.1,330572.197786,4674294.54217,19,T
