203150.0,4220.2292,7105.2023,0.8,330592.053163,4674275.17653,19,T
203151.0,4220.2291,7105.202,0.8,330592.298171,4674275.05953,19,T
203152.0,4220.2296,7105.2019,0.8,330592.394094,4674275.61275,19,T
203153.0,4220.2306,7105.2018,0.8,330592.50338,4674276.72116,19,T
203154.0,4220.2314,7105.2015,0.8,330592.77244,4674277.60351,19,T
203155.0,4220.2321,7105.201,0.8,330593.203949,4674278.37086,19,T
203156.0,4220.2329,7105.2005,0.8,330593.638129,4674279.24924,19,T
203157.0,4220.2332,7105.1996,0.8,330594.389187,4674279.56448,19,T
203158.0,4220.2338,7105.1987,0.8,330595.148262,4674280.21283,19,T
203159.0,4220.2349,7105.1976,0.8,330596.08582,4674281.41241,19,T
203200.0,4220.2355,7105.1968,0.8,330596.762335,4674282.06275,19,T
203201.0,4220.2365,7105.1962,0.8,330597.28442,4674283.16123,19,T
203202.0,4220.2371,7105.1956,0.8,330597.795815,4674283.81555,19,T
203203.0,4220.2378,7105.1951,0.8,330598.227322,4674284.58289,19,T
203204.0,4220.2382,7105.1946,0.8,330598.650812,4674285.01712,19,T
203205.0,4220.2389,7105.1941,0.8,330599.082319,4674285.78446,19,T
203206.0,4220.2396,7105.1936,0.8,330599.513826,4674286.5518,19,T
203207.0,4220.2404,7105.193,0.8,330600.030565,4674287.4282,19,T
203208.0,4220.2411,7105.1926,0.8,330600.379512,4674288.19753,19,T
203209.0,4220.242,7105.1923,0.8,330600.651244,4674289.19093,19,T
203210.0,4220.2429,7105.192,0.8,330600.922976,4674290.18433,19,T
203211.0,4220.2436,7105.1916,0.8,330601.271923,4674290.95366,19,T
203212.0,4220.2441,7105.191,0.8,330601.780644,4674291.49693,19,T
203213.0,4220.2447,7105.1902,0.8,330602.457158,4674292.14728,19,T
203214.0,4220.2455,7105.1896,0.8,330602.973897,4674293.02367,19,T
203215.0,4220.2461,7105.1889,0.8,330603.56785,4674293.676,19,T
203216.0,4220.2467,7105.1883,0.8,330604.079244,4674294.33032,19,T
203217.0,4220.2472,7105.1876,0.8,330604.670524,4674294.87161,19,T
203218.0,4220.2475,7105.187,0.8,330605.173901,4674295.19281,19,T
203219.0,4220.2477,7105.1866,0.8,330605.509485,4674295.40694,19,T
203220.0,4220.2481,7105.1859,0.8,330606.098093,4674295.83719,19,T
203221.0,4220.2486,7105.1851,0.8,330606.771933,4674296.37649,19,T
203222.0,4220.249,7105.1843,0.8,330607.443101,4674296.80476,19,T
203223.0,4220.2492,7105.1836,0.8,330608.026364,4674297.01293,19,T
203224.0,4220.2498,7105.1829,0.8,330608.620317,4674297.66526,19,T
203225.0,4220.2502,7105.1822,0.8,330609.208925,4674298.09551,19,T
203226.0,4220.2507,7105.1816,0.8,330609.717645,4674298.63879,19,T
203227.0,4220.2512,7105.181,0.8,330610.226366,4674299.18207,19,T
203228.0,4220.2516,7105.1803,0.8,330610.814973,4674299.61232,19,T
203229.0,4220.252,7105.1794,0.8,330611.5687,4674300.03859,19,T
203230.0,4220.2526,7105.1779,0.8,330612.82313,4674300.67503,19,T
203231.0,4220.2531,7105.1764,0.8,330614.074888,4674301.20043,19,T
203232.0,4220.2534,7105.175,0.8,330615.238741,4674301.50573,19,T
203233.0,4220.2537,7105.1736,0.8,330616.402594,4674301.81103,19,T
203234.0,4220.254,7105.1723,0.8,330617.483887,4674302.11832,19,T
203235.0,4220.2543,7105.1714,0.8,330618.234941,4674302.43356,19,T
203236.0,4220.254,7105.1701,0.8,330619.300201,4674302.07461,19,T
